Time,P001.df,P001.f,P001.ip_a,P001.ip_m,P001.vp_a,P001.vp_m,P002.df,P002.f,P002.ip_a,P002.ip_m,P002.vp_a,P002.vp_m,P003.df,P003.f,P003.ip_a,P003.ip_m,P003.vp_a,P003.vp_m,P004.df,P004.f,P004.ip_a,P004.ip_m,P004.vp_a,P004.vp_m,P005.df,P005.f,P005.ip_a,P005.ip_m,P005.vp_a,P005.vp_m,P006.df,P006.f,P006.ip_a,P006.ip_m,P006.vp_a,P006.vp_m,P007.df,P007.f,P007.ip_a,P007.ip_m,P007.vp_a,P007.vp_m,P008.df,P008.f,P008.ip_a,P008.ip_m,P008.vp_a,P008.vp_m,P009.df,P009.f,P009.ip_a,P009.ip_m,P009.vp_a,P009.vp_m,P010.df,P010.f,P010.ip_a,P010.ip_m,P010.vp_a,P010.vp_m,P011.df,P011.f,P011.ip_a,P011.ip_m,P011.vp_a,P011.vp_m,P012.df,P012.f,P012.ip_a,P012.ip_m,P012.vp_a,P012.vp_m,P013.df,P013.f,P013.ip_a,P013.ip_m,P013.vp_a,P013.vp_m
118.867,5.877472e-39,59.96,58.53683,3.10190467653839,-127.3827,1.0605944,5.877472e-39,59.96,-119.7778,6.69279847296801,-119.767,1.0676068,5.877472e-39,59.96,-135.791,1.78625014143932,-127.2023,1.061544,-0.01,59.96,-117.5796,3.8440520745147,-124.708,1.062227,5.877472e-39,59.96,34.37635,2.18196572726676,-126.6305,1.0597568,5.877472e-39,59.96,-124.5776,6.34783803798017,-126.7725,1.0602774,-0.01,59.96,-103.5914,1.91571054700025,-126.0311,1.0624384,5.877472e-39,59.961,114.8889,5.82093376299475,-78.21991,1.00773516339869,5.877472e-39,59.96,-135.856,1.43088008109799,-130.6491,1.052124,5.877472e-39,59.961,-79.42432,15.4503427573015,-78.45797,1.00696130718954,5.877472e-39,59.96,48.91664,7.51546371683577,-127.269,1.0611006,-0.01,59.96,42.729,4.30721545083967,-125.4673,1.0542682,-0.01,59.96,54.17703,3.81241530048905,-126.1764,1.0635832
118.9,5.877472e-39,59.96,57.98797,3.09854103387009,-127.8671,1.0606328,5.877472e-39,59.96,-120.314,6.70151934878412,-120.2482,1.0676878,5.877472e-39,59.96,-136.4834,1.78093101340928,-127.6863,1.0615542,5.877472e-39,59.96,-118.053,3.84591489515824,-125.189,1.0622466,-0.01,59.96,33.94017,2.18075848785388,-127.1148,1.0598312,5.877472e-39,59.96,-125.0709,6.34668102804072,-127.2551,1.0603106,5.877472e-39,59.96,-104.0608,1.91538925157545,-126.5157,1.0624824,5.877472e-39,59.961,114.3389,5.80819635661868,-78.68401,1.00786470588235,5.877472e-39,59.96,-136.5561,1.4323003627602,-131.1315,1.0521942,5.877472e-39,59.962,-79.9162,15.4491369901318,-78.92258,1.00702888888889,-0.01,59.96,48.42157,7.51695328053028,-127.7532,1.061121,5.877472e-39,59.96,42.19267,4.3096714988848,-125.9488,1.0542802,-0.01,59.96,53.65169,3.809062916151,-126.6604,1.0636498
118.933,5.877472e-39,59.96,57.57659,3.09310412638514,-128.3522,1.0605932,-0.02,59.96,-120.6965,6.70171507052538,-120.735,1.0674686,5.877472e-39,59.96,-136.6983,1.78504203600104,-128.1709,1.061486,-0.01,59.96,-118.5155,3.8397964256805,-125.6771,1.0621302,5.877472e-39,59.96,33.36646,2.1738051698869,-127.5982,1.0597638,-0.01,59.96,-125.4732,6.35059373081502,-127.7383,1.0602648,-0.01,59.96,-104.5304,1.9151961279104,-127.0007,1.0624484,0.01,59.961,113.7831,5.81244171707108,-79.14237,1.00779986928105,5.877472e-39,59.96,-136.6075,1.43769916512739,-131.6173,1.0520992,0.01,59.961,-80.37174,15.4571798546593,-79.38271,1.00697320261438,5.877472e-39,59.96,47.96696,7.52071356283352,-128.2346,1.0610892,5.877472e-39,59.96,41.75925,4.30276148218801,-126.4342,1.054185,-0.01,59.96,53.19859,3.80408586815545,-127.1435,1.063575
118.967,5.877472e-39,59.96,57.02525,3.09023931434942,-128.8359,1.0605654,5.877472e-39,59.959,-121.1851,6.70171074039836,-121.2238,1.067387,-0.01,59.96,-137.3937,1.7800658540309,-128.6591,1.061469,-0.01,59.959,-118.9793,3.83392823754446,-126.1686,1.0620628,5.877472e-39,59.96,32.92818,2.1728906470605,-128.085,1.059746,5.877472e-39,59.96,-125.9459,6.34522264126075,-128.2235,1.0602054,5.877472e-39,59.959,-105.1176,1.91121067900219,-127.4877,1.0624004,-0.01,59.961,113.3248,5.81668840254235,-79.60647,1.00786470588235,5.877472e-39,59.96,-137.2547,1.43393368667174,-132.0996,1.0521008,-0.01,59.961,-80.82905,15.4602273980552,-79.8476,1.00708130718954,5.877472e-39,59.96,47.50014,7.53024070830055,-128.7194,1.0611072,5.877472e-39,59.96,41.30993,4.30154038636867,-126.9196,1.0541658,-0.01,59.959,52.76593,3.79593483705503,-127.6334,1.0635232
119,5.877472e-39,59.96,56.56505,3.09013972142798,-129.3218,1.0605242,-0.01,59.959,-121.6284,6.69242348396818,-121.714,1.0672894,5.877472e-39,59.959,-137.7428,1.77767648994186,-129.1411,1.0614248,5.877472e-39,59.959,-119.3882,3.82194244595608,-126.6636,1.0620466,-0.01,59.959,32.50234,2.1610148406984,-128.574,1.0597156,5.877472e-39,59.959,-126.4395,6.34537073160479,-128.7122,1.0601966,5.877472e-39,59.959,-105.4716,1.9073473396759,-127.9768,1.0623394,5.877472e-39,59.961,112.9065,5.81668840254235,-80.06483,1.00792941176471,5.877472e-39,59.96,-137.4712,1.43271951905563,-132.5855,1.0521564,5.877472e-39,59.961,-81.27629,15.4609561584325,-80.30531,1.00710614379085,-0.01,59.96,47.04688,7.53496054675117,-129.205,1.0610478,5.877472e-39,59.959,40.87434,4.29513439645688,-127.407,1.0541318,5.877472e-39,59.959,52.27965,3.78659648512602,-128.122,1.0634852
119.033,5.877472e-39,59.959,56.19719,3.09268583611511,-129.8077,1.0605594,5.877472e-39,59.959,-122.1398,6.69825529903726,-122.2011,1.0673024,0.01,59.96,-138.4439,1.77309608158124,-129.6266,1.0614314,5.877472e-39,59.959,-119.8834,3.8197496696337,-127.1488,1.0620358,5.877472e-39,59.959,31.91406,2.16015920759946,-129.0567,1.0596578,5.877472e-39,59.959,-126.9595,6.33870926419888,-129.1996,1.0602006,5.877472e-39,59.959,-105.9469,1.89969340715726,-128.4646,1.0622918,5.877472e-39,59.961,112.4825,5.82093376299475,-80.52893,1.00779986928105,5.877472e-39,59.96,-138.1228,1.42919999181465,-133.068,1.0520898,5.877472e-39,59.962,-81.76505,15.4699927871108,-80.7692,1.00702235294118,5.877472e-39,59.959,46.55379,7.53856667653253,-129.6894,1.0609998,0.01,59.959,40.41068,4.29989320605067,-127.8929,1.0541102,5.877472e-39,59.959,51.80141,3.78577809111945,-128.6092,1.0634604
119.067,0.02,59.96,55.64471,3.09053895913913,-130.2828,1.0605224,0.04,59.96,-122.5643,6.69731652749956,-122.6747,1.0672106,0.01,59.96,-138.7957,1.77090590333507,-130.1025,1.0614316,0.04,59.96,-120.3583,3.82288727967161,-127.6243,1.0620262,0.02,59.96,31.47257,2.15966730517012,-129.5326,1.0597238,0.03,59.96,-127.4071,6.34195426138686,-129.6739,1.0602236,0.02,59.96,-106.4203,1.90001730065827,-128.9406,1.0623308,5.877472e-39,59.961,112.0528,5.81668840254235,-80.9873,1.00773516339869,0.01,59.96,-138.603,1.43239735760542,-133.5469,1.0521172,5.877472e-39,59.961,-82.21467,15.4667199905074,-81.22851,1.00690339869281,0.02,59.96,46.06122,7.54273139269933,-130.1668,1.0610746,0.02,59.96,39.96086,4.29946712155201,-128.3705,1.0541512,0.02,59.96,51.30266,3.78866974994268,-129.0834,1.0634572
119.1,0.01,59.96,55.22855,3.08601484242976,-130.7613,1.0605356,0.01,59.961,-123.0321,6.70663755892049,-123.1418,1.067254,0.01,59.96,-139.3583,1.77320000462969,-130.5771,1.0614398,0.02,59.961,-120.811,3.83132236710447,-128.0936,1.0619874,0.01,59.96,31.17213,2.17050821117469,-130.008,1.0596448,5.877472e-39,59.96,-127.8543,6.34558637193033,-130.1456,1.0601896,0.01,59.961,-107.0075,1.90452669493578,-129.4139,1.0623144,5.877472e-39,59.961,111.5715,5.81244171707108,-81.46285,1.00773516339869,5.877472e-39,59.96,-139.081,1.43569431631763,-134.0236,1.0520856,5.877472e-39,59.961,-82.68354,15.4711588037145,-81.70343,1.00688130718954,5.877472e-39,59.96,45.53991,7.54061742468869,-130.6416,1.0610928,0.01,59.96,39.49876,4.30478018740423,-128.8419,1.0541616,0.02,59.961,50.90915,3.79448251245288,-129.5562,1.0634626
119.133,5.877472e-39,59.96,54.72485,3.09173407419635,-131.2351,1.0605798,5.877472e-39,59.961,-123.5409,6.71392949282035,-123.6138,1.0672452,5.877472e-39,59.96,-139.7432,1.77664505368595,-131.0505,1.0614556,5.877472e-39,59.961,-121.3056,3.82995058286488,-128.5676,1.062059,5.877472e-39,59.96,30.58613,2.170167863191,-130.4812,1.0597266,5.877472e-39,59.96,-128.3474,6.34755484767314,-130.622,1.0602696,5.877472e-39,59.961,-107.4793,1.90514157297247,-129.8859,1.0623054,5.877472e-39,59.961,111.0673,5.81244171707108,-81.92695,1.00786470588235,-0.01,59.96,-139.5568,1.43909086795127,-134.5004,1.0521268,5.877472e-39,59.961,-83.15525,15.4706950471107,-82.16735,1.00699633986928,5.877472e-39,59.96,45.1295,7.54881781923713,-131.1187,1.061096,-0.01,59.96,39.11067,4.31124679909429,-129.3167,1.054219,5.877472e-39,59.961,50.35999,3.79659821251433,-130.029,1.0635402
119.167,5.877472e-39,59.96,54.30758,3.08757195610576,-131.7135,1.060522,-0.02,59.96,-123.9863,6.70678305118833,-124.0942,1.0671564,5.877472e-39,59.96,-140.2724,1.77375599293892,-131.525,1.0613914,-0.02,59.96,-121.8005,3.82886285495772,-129.0493,1.0620002,5.877472e-39,59.96,30.14654,2.17006134206634,-130.9624,1.059683,-0.01,59.96,-128.7754,6.34682478825775,-131.103,1.0602476,-0.01,59.96,-107.7263,1.89765738143296,-130.3649,1.0623222,-0.01,59.961,110.586,5.81244171707108,-82.39677,1.00779986928105,0.01,59.96,-139.992,1.43712066015766,-134.9788,1.0520896,-0.01,59.961,-83.6143,15.4737955912614,-82.63769,1.00700797385621,5.877472e-39,59.96,44.64923,7.54922138707529,-131.5933,1.0610424,-0.01,59.96,38.60016,4.30526602765575,-129.7994,1.0541478,-0.01,59.96,49.86837,3.78862125252007,-130.5097,1.063491
119.2,5.877472e-39,59.96,53.80595,3.09372593262505,-132.1873,1.0604938,5.877472e-39,59.96,-124.4326,6.70004104341986,-124.568,1.0670474,5.877472e-39,59.96,-140.8033,1.77101848663756,-131.9996,1.0614,5.877472e-39,59.96,-122.2208,3.82650986393564,-129.5228,1.0620002,5.877472e-39,59.96,29.85309,2.16451098525348,-131.4353,1.0596924,5.877472e-39,59.96,-129.2681,6.34966968170918,-131.5745,1.0602132,5.877472e-39,59.96,-108.3109,1.9026093146918,-130.838,1.0623056,-0.01,59.961,110.1563,5.81244171707108,-82.8666,1.00779986928105,5.877472e-39,59.96,-140.2476,1.441636116613,-135.4536,1.0521432,-0.01,59.961,-84.08939,15.4694627795637,-83.10872,1.00699660130719,5.877472e-39,59.96,44.16904,7.55015669451138,-132.068,1.0610612,5.877472e-39,59.96,38.16148,4.30041282129294,-130.2703,1.0541564,5.877472e-39,59.96,49.46177,3.78687361325523,-130.9845,1.063409
119.233,0.01,59.961,53.25259,3.09282526620512,-132.6564,1.0604928,0.03,59.961,-124.9173,6.71616557041293,-125.0337,1.0670074,0.02,59.961,-141.1582,1.76927864160136,-132.4671,1.0613044,0.04,59.961,-122.6925,3.83093698579979,-129.9889,1.061902,0.02,59.961,29.41387,2.170167863191,-131.9059,1.059643,0.02,59.961,-129.7603,6.35298482695487,-132.0448,1.060185,0.02,59.961,-108.6723,1.89940935082482,-131.3086,1.0622308,-0.01,59.961,109.7094,5.81668840254235,-83.34215,1.00779986928105,5.877472e-39,59.961,-140.9704,1.44987028615218,-135.9255,1.0520682,-0.01,59.961,-84.5482,15.4745773523934,-83.58566,1.00697660130719,0.01,59.961,43.73991,7.54754389586816,-132.5404,1.0610214,0.02,59.961,37.77514,4.30755839689957,-130.7386,1.054106,0.02,59.961,48.96545,3.79110761145434,-131.451,1.0633782
119.267,5.877472e-39,59.961,52.79378,3.09435813116981,-133.1219,1.0605828,5.877472e-39,59.961,-125.3836,6.71531946359343,-125.4923,1.0672492,0.01,59.961,-141.8953,1.77149653266045,-132.9299,1.0614522,5.877472e-39,59.961,-123.2621,3.84056026008664,-130.4483,1.0621384,5.877472e-39,59.961,28.97958,2.18149980559952,-132.3706,1.0597726,5.877472e-39,59.961,-130.2049,6.3586460350194,-132.5117,1.0602488,0.01,59.961,-109.3806,1.90106259332064,-131.7698,1.0623576,5.877472e-39,59.961,109.1765,5.81668840254235,-83.8177,1.00786470588235,5.877472e-39,59.961,-141.2206,1.45449399578298,-136.3947,1.052148,5.877472e-39,59.961,-85.02343,15.4723513206955,-84.05959,1.00706431372549,5.877472e-39,59.961,43.21881,7.54821160145448,-133.0057,1.061094,0.01,59.961,37.24389,4.31348634078847,-131.2047,1.0542136,0.01,59.961,48.41734,3.8061565348959,-131.9153,1.063505
119.3,0.03,59.962,52.25764,3.10636037724086,-133.5816,1.0606302,0.04,59.962,-125.8887,6.72504839297954,-125.9345,1.0673918,0.02,59.962,-142.4527,1.77472767344197,-133.3856,1.0614908,0.04,59.962,-123.8532,3.85388319489846,-130.8956,1.0622272,0.02,59.962,28.55344,2.19850508042823,-132.8282,1.0597946,0.03,59.962,-130.7594,6.36625839831867,-132.9666,1.0603776,0.03,59.962,-109.852,1.90232612438476,-132.2215,1.0624644,-0.01,59.961,108.6666,5.82093376299475,-84.29326,1.00786470588235,0.03,59.961,-141.7163,1.46382541950876,-136.8548,1.0521952,-0.01,59.961,-85.51172,15.4687737697525,-84.53214,1.00707790849673,0.02,59.961,42.75753,7.53989862360355,-133.4652,1.061124,0.04,59.962,36.84277,4.33211627927469,-131.6611,1.0543034,0.03,59.962,47.89063,3.81802887715638,-132.3665,1.0636328
119.333,5.877472e-39,59.962,51.80141,3.10832279080584,-134.0403,1.0606794,5.877472e-39,59.963,-126.349,6.73752262289565,-126.3852,1.0674516,5.877472e-39,59.962,-142.8529,1.78431717273808,-133.8439,1.0615108,5.877472e-39,59.963,-124.2937,3.86414299785709,-131.345,1.0622932,5.877472e-39,59.962,28.12449,2.20453521531478,-133.2847,1.059818,5.877472e-39,59.962,-131.2021,6.37277697153296,-133.4218,1.0603554,5.877472e-39,59.962,-110.4292,1.90799339462713,-132.6744,1.0624844,5.877472e-39,59.961,108.2541,5.82093376299475,-84.77455,1.00779986928105,5.877472e-39,59.962,-142.2057,1.4732633643592,-137.3131,1.0521756,-0.01,59.96,-85.98292,15.4745906025821,-85.0137,1.00704849673203,0.01,59.962,42.3275,7.53868099188583,-133.9236,1.0611558,5.877472e-39,59.962,36.38875,4.3393060221769,-132.1187,1.0543074,5.877472e-39,59.962,47.43662,3.82779764371107,-132.8189,1.0636744
119.367,-0.01,59.962,51.34579,3.11048265816288,-134.5004,1.0606452,-0.03,59.962,-126.7766,6.72783959285594,-126.8432,1.0673696,-0.01,59.962,-143.2068,1.78297050323519,-134.3037,1.0614472,-0.03,59.962,-124.7347,3.86635829083997,-131.8027,1.0622292,-0.02,59.962,27.6921,2.20514229912284,-133.7447,1.0598894,-0.01,59.962,-131.6755,6.37266092412885,-133.8841,1.0603618,-0.01,59.962,-110.8981,1.90954184804909,-133.1333,1.0624654,5.877472e-39,59.96,107.7269,5.81668840254235,-85.25583,1.00786470588235,-0.01,59.961,-142.2638,1.48426188698727,-137.7788,1.0521944,5.877472e-39,59.96,-86.47142,15.4579086150366,-85.49527,1.00709019607843,-0.01,59.962,41.86474,7.53131457980124,-134.3846,1.0611706,-0.01,59.962,35.94382,4.34124678510678,-132.5798,1.0543582,-0.02,59.962,47.01729,3.83072913970288,-133.2762,1.0636104
119.4,5.877472e-39,59.962,50.92731,3.10765421919412,-134.9596,1.0606126,-0.02,59.961,-127.1732,6.73818253425334,-127.3081,1.0673022,-0.01,59.962,-143.5613,1.7816913837138,-134.7671,1.061434,-0.02,59.961,-125.1788,3.86053253794871,-132.2711,1.06217,5.877472e-39,59.961,27.25307,2.20033239403022,-134.2088,1.0597924,-0.01,59.962,-132.1014,6.37468395947209,-134.349,1.060352,-0.01,59.962,-111.2621,1.90688661416109,-133.5983,1.062409,5.877472e-39,59.96,107.2571,5.81668840254235,-85.73711,1.00799411764706,5.877472e-39,59.961,-142.9016,1.48211241193507,-138.24,1.0522292,5.877472e-39,59.96,-86.92133,15.4493092425846,-85.97774,1.00711307189542,-0.01,59.961,41.38441,7.53532167934455,-134.8481,1.0611696,-0.01,59.961,35.50636,4.33792471165787,-133.0422,1.054325,-0.02,59.961,46.63026,3.8267748677092,-133.7443,1.0635562
119.433,-0.01,59.961,50.37644,3.10825350877354,-135.4269,1.0606802,-0.01,59.961,-127.6893,6.72500249363314,-127.7778,1.067343,5.877472e-39,59.961,-144.2537,1.77381661471719,-135.2305,1.0614904,-0.01,59.961,-125.6243,3.85494061191648,-132.7394,1.0621814,5.877472e-39,59.961,26.82017,2.20119322328158,-134.6739,1.0598316,-0.01,59.961,-132.6371,6.37903054097368,-134.8129,1.0603458,-0.01,59.961,-111.8615,1.90523077358906,-134.0643,1.062489,-0.01,59.96,106.8045,5.81244171707108,-86.2184,1.00799411764706,5.877472e-39,59.961,-143.3027,1.47526907919437,-138.707,1.0521696,-0.01,59.96,-87.41045,15.4501042539053,-86.46016,1.00720745098039,5.877472e-39,59.961,40.95406,7.53546110943456,-135.3143,1.0611536,5.877472e-39,59.961,35.00156,4.32884010517217,-133.5083,1.054341,5.877472e-39,59.961,46.08261,3.81990555420638,-134.2088,1.063592
119.467,5.877472e-39,59.961,49.92198,3.11102652211645,-135.8915,1.0606178,0.01,59.961,-128.1284,6.73401695206114,-128.2364,1.0673144,5.877472e-39,59.961,-144.6275,1.77826538721643,-135.6919,1.0614822,0.01,59.961,-126.0654,3.85784612714618,-133.1985,1.0621718,5.877472e-39,59.961,26.38764,2.20217962621649,-135.137,1.0598072,5.877472e-39,59.961,-133.0476,6.376538985887,-135.2758,1.0603422,0.01,59.961,-112.2276,1.90277992169635,-134.5273,1.0624398,5.877472e-39,59.96,106.3232,5.81244171707108,-86.69968,1.00799411764706,5.877472e-39,59.961,-143.7547,1.4795333882826,-139.1704,1.052193,5.877472e-39,59.96,-87.87934,15.4353700440955,-86.93951,1.00717490196078,5.877472e-39,59.961,40.48994,7.52955568220615,-135.7749,1.0610912,5.877472e-39,59.961,34.55054,4.33712970033719,-133.9686,1.0543132,5.877472e-39,59.961,45.732,3.82093785648769,-134.6712,1.0635644
119.5,0.02,59.962,49.46835,3.11399612322603,-136.3488,1.0606578,0.01,59.962,-128.637,6.73420920970078,-128.695,1.0673544,0.01,59.962,-144.9994,1.7827886379004,-136.1525,1.061476,0.01,59.962,-126.5058,3.86097940705707,-133.6564,1.0621642,0.01,59.962,26.0995,2.20290708755567,-135.5956,1.0598024,0.01,59.962,-133.5204,6.37811775019809,-135.7341,1.0603578,0.01,59.962,-112.797,1.90923527505615,-134.9866,1.062478,5.877472e-39,59.96,105.8935,5.80395099616628,-87.1867,1.00799411764706,0.01,59.962,-143.9685,1.47894016088101,-139.6293,1.0522298,5.877472e-39,59.96,-88.36048,15.4347605354163,-87.42705,1.00719777777778,0.01,59.962,40.01777,7.529611107832,-136.2366,1.0611644,0.01,59.962,34.11175,4.3346147625646,-134.4289,1.0543534,0.01,59.962,45.2454,3.82729534897687,-135.1301,1.063624
119.533,5.877472e-39,59.962,49.01563,3.11715971402606,-136.8079,1.060615,5.877472e-39,59.962,-129.0405,6.73370864701739,-129.1497,1.0672692,5.877472e-39,59.962,-145.3549,1.78185592854052,-136.6122,1.0614714,5.877472e-39,59.962,-126.996,3.86289418922484,-134.1134,1.062158,5.877472e-39,59.962,25.52385,2.20452828711155,-136.0533,1.0597986,5.877472e-39,59.962,-133.993,6.3801321252873,-136.1916,1.0603746,5.877472e-39,59.962,-113.1301,1.91475358892907,-135.4405,1.0624682,5.877472e-39,59.96,105.2919,5.79545895024262,-87.66225,1.00812379084967,5.877472e-39,59.962,-144.6508,1.48833393843586,-140.0869,1.0521982,5.877472e-39,59.96,-88.86046,15.4272079278699,-87.90634,1.00730758169935,5.877472e-39,59.962,39.55264,7.52470507391956,-136.6955,1.0611052,5.877472e-39,59.962,33.66779,4.33789266871793,-134.8863,1.054262,5.877472e-39,59.962,44.77455,3.83035068660142,-135.5861,1.0635512
119.567,-0.01,59.962,48.59634,3.11525705621394,-137.2715,1.0606926,5.877472e-39,59.962,-129.4605,6.73873852256257,-129.6069,1.0673804,5.877472e-39,59.962,-145.8889,1.78058460324776,-137.0718,1.0615348,-0.01,59.962,-127.4856,3.86509042964883,-134.5749,1.0622674,-0.01,59.962,25.0927,2.2058896790463,-136.5146,1.0598462,-0.01,59.962,-134.4172,6.38406734472209,-136.6553,1.0603598,-0.01,59.962,-113.6298,1.90927597825013,-135.9051,1.0624746,5.877472e-39,59.96,104.9137,5.79970563571388,-88.14354,1.00799411764706,-0.01,59.961,-145.2896,1.48687468563048,-140.5519,1.052211,5.877472e-39,59.96,-89.33122,15.4156935139088,-88.38404,1.00719908496732,5.877472e-39,59.962,39.04519,7.51941972088026,-137.1589,1.0611656,-0.02,59.962,33.22041,4.34697294507661,-135.3492,1.0543538,-0.01,59.962,44.31815,3.83007875462464,-136.0476,1.063663
119.6,0.01,59.962,48.04782,3.11707051340947,-137.7299,1.0607194,0.01,59.962,-130.0008,6.75074942888765,-130.058,1.0674538,5.877472e-39,59.962,-146.4348,1.7850082610103,-137.5298,1.0615322,5.877472e-39,59.962,-127.9444,3.87238755970112,-135.0262,1.0622818,5.877472e-39,59.962,24.68877,2.2184288608677,-136.9713,1.0599108,0.01,59.962,-134.889,6.38690444394489,-137.111,1.0603778,5.877472e-39,59.962,-114.0949,1.9116947872029,-136.358,1.0625326,5.877472e-39,59.96,104.4153,5.78696822933782,-88.63055,1.00799411764706,0.01,59.962,-145.5029,1.48642868254753,-141.0088,1.0522464,5.877472e-39,59.96,-89.8379,15.4046163561741,-88.86877,1.00723816993464,0.01,59.962,38.62072,7.51638256978919,-137.6134,1.0611906,5.877472e-39,59.962,32.77846,4.35077219852301,-135.8065,1.0543974,0.01,59.962,43.83525,3.83723558856151,-136.5027,1.0636588
119.633,5.877472e-39,59.962,47.69424,3.1225256074279,-138.1829,1.0606932,5.877472e-39,59.962,-130.4032,6.75137643127999,-130.5088,1.0673748,5.877472e-39,59.962,-146.8103,1.79543434084646,-137.9905,1.0615152,5.877472e-39,59.962,-128.4015,3.87993150699349,-135.4801,1.0622778,0.01,59.962,24.24654,2.21450922989017,-137.4263,1.0599084,5.877472e-39,59.962,-135.3603,6.39017282381877,-137.5658,1.0603958,5.877472e-39,59.962,-114.52,1.92197883887284,-136.8127,1.062507,5.877472e-39,59.96,103.8824,5.78696822933782,-89.10611,1.00805908496732,5.877472e-39,59.962,-145.7162,1.48600433009968,-141.4651,1.0522808,5.877472e-39,59.96,-90.33936,15.4005352980613,-89.34463,1.00721516339869,0.01,59.962,38.15405,7.51296696559666,-138.0743,1.0611862,0.01,59.962,32.3373,4.35483039356514,-136.262,1.0543742,5.877472e-39,59.962,43.47427,3.84278074922194,-136.9569,1.0636542
119.667,5.877472e-39,59.962,47.17767,3.11950577684491,-138.6426,1.0606384,-0.01,59.962,-130.8945,6.74869608265528,-130.9667,1.0673172,5.877472e-39,59.962,-147.1641,1.79485150574971,-138.4506,1.0614996,-0.01,59.962,-128.8486,3.87603352665105,-135.9349,1.062123,5.877472e-39,59.962,23.65981,2.21132918460747,-137.8826,1.0597558,5.877472e-39,59.962,-135.8189,6.38849273453543,-138.0226,1.0603312,5.877472e-39,59.962,-115.1164,1.92145835760517,-137.2731,1.0623834,0.01,59.96,103.4069,5.79121358979022,-89.57593,1.00805908496732,5.877472e-39,59.962,-146.7845,1.48418914085335,-141.9236,1.0521672,0.01,59.96,-90.81184,15.3922936807036,-89.81861,1.00720562091503,-0.01,59.962,37.65065,7.50381047900245,-138.5338,1.0611154,5.877472e-39,59.962,31.89942,4.35359977146637,-136.7157,1.0542836,5.877472e-39,59.962,42.96567,3.84236938715514,-137.4168,1.0635522
119.7,-0.04,59.961,46.85545,3.1199396555722,-139.1132,1.060613,-0.05,59.961,-131.3415,6.74828558661389,-131.4386,1.0672398,-0.02,59.961,-147.5105,1.78879105997403,-138.9179,1.0615258,-0.05,59.961,-129.226,3.87022336221706,-136.4105,1.062155,-0.05,59.961,23.37412,2.21258232336675,-138.3558,1.0598172,-0.04,59.961,-136.2659,6.38183126712952,-138.4986,1.0603328,-0.04,59.961,-115.483,1.91970205808629,-137.746,1.0624192,0.01,59.96,103.0115,5.78696822933782,-90.05149,1.00792941176471,-0.04,59.961,-146.7725,1.47864831031994,-142.3979,1.052221,0.01,59.96,-91.2848,15.3850988282515,-90.29214,1.00712026143791,-0.03,59.961,37.17756,7.50694029481173,-139.0049,1.061141,-0.04,59.961,31.46131,4.3526237608363,-137.1886,1.0542496,-0.05,59.961,42.53481,3.83583609150899,-137.8892,1.0636098
119.733,5.877472e-39,59.961,46.28054,3.12798589759876,-139.5728,1.0606962,0.01,59.961,-131.8033,6.75355708324672,-131.8894,1.0673632,5.877472e-39,59.961,-147.8789,1.79943624423734,-139.3808,1.0615676,5.877472e-39,59.961,-129.7886,3.88758803758834,-136.8626,1.06222,5.877472e-39,59.961,22.8217,2.22076020125469,-138.8129,1.0598696,5.877472e-39,59.961,-136.6997,6.3930385018799,-138.9554,1.060406,5.877472e-39,59.961,-116.0354,1.92722089064195,-138.1991,1.0624626,5.877472e-39,59.96,102.5302,5.78696822933782,-90.52704,1.00799411764706,5.877472e-39,59.961,-147.2021,1.47806460919778,-142.8563,1.0522446,5.877472e-39,59.96,-91.73778,15.3867153512702,-90.7675,1.00716039215686,5.877472e-39,59.961,36.70984,7.50506881391415,-139.4643,1.0612084,5.877472e-39,59.961,31.01913,4.36854910198649,-137.6468,1.0543464,5.877472e-39,59.961,42.08707,3.85200391977225,-138.3454,1.0636606
